Iteration,ZLB,ZUB,GAP,Lambda,theta_n,fij,yij,s_lambda
98,-10523089.442546505,3.433130085443592,10523092.875676591,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.05230931e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5050762722761054,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
99,-11845102.726738978,3.433130085443592,11845106.159869064,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.18451063e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.502518907629606,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
100,-13325740.99672261,3.433130085443592,13325744.429852696,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.33257446e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
101,-14983192.408589741,3.433130085443592,14983195.841719827,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.49831960e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4975185951049946,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
102,-16837639.22716689,3.433130085443592,16837642.660296977,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.68376428e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4950737714883372,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
103,-18911467.013224233,3.433130085443592,18911470.44635432,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.89114706e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4926646390821466,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
104,-21229494.821798608,3.433130085443592,21229498.254928693,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.12294984e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4902903378454601,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
105,-23819228.433754317,3.433130085443592,23819231.866884403,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.38192320e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4879500364742666,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
106,-26711138.829318624,3.433130085443592,26711142.26244871,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.67111424e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.48564293117863205,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
107,-29938968.315468486,3.433130085443592,29938971.748598572,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.99389719e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4833682445228318,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
108,-33540066.940117233,3.433130085443592,33540070.373247318,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.35400706e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4811252243246881,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
109,-37555762.06657516,3.433130085443592,37555765.49970525,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.75557657e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.47891314261057566,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
110,-42031764.24338132,3.433130085443592,42031767.67651141,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 4.20317679e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4767312946227962,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
111,-47018612.78910285,3.433130085443592,47018616.22223294,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 4.70186164e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4745789978762495,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
112,-52572164.8209964,3.433130085443592,52572168.25412649,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 5.25721684e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.472455591261534,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
113,-58754131.79260021,3.433130085443592,58754135.22573029,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 5.87541354e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4703604341917986,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
114,-65632667.97062161,3.433130085443592,65632671.40375169,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 6.56326716e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.468292905790847,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
115,-73283015.67832848,3.433130085443592,73283019.11145857,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 7.32830193e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4662524041201569,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
116,-81788212.56366453,3.433130085443592,81788215.99679461,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 8.17882162e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4642383454426297,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
117,-91239866.61831732,3.433130085443592,91239870.0514474,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 9.12398702e+07 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4622501635210242,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
118,-101739005.1820303,3.433130085443592,101739008.61516039,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.01739009e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4602873089491617,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
119,-113397004.71786253,3.433130085443592,113397008.15099262,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.13397008e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4583492485141057,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
120,-126336608.74242416,3.433130085443592,126336612.17555425,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.26336612e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.45643546458763845,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
121,-140693041.9441917,3.433130085443592,140693045.37732178,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.40693046e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.45454545454545453,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
122,-156615229.22697887,3.433130085443592,156615232.66010895,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.56615233e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.45267873021259264,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
123,-174267129.1789783,3.433130085443592,174267132.61210838,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.74267133e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4508348173337161,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
124,-193829192.2953144,3.433130085443592,193829195.7284445,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.93829196e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4490132550669373,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
125,-215499955.17896008,3.433130085443592,215499958.61209017,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.15499959e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4472135954999579,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
126,-239497782.91676977,3.433130085443592,239497786.34989986,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.39497787e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.44543540318737396,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
127,-266062772.88031143,3.433130085443592,266062776.31344151,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.66062776e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.44367825470805694,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
128,-295458834.34164804,3.433130085443592,295458837.7747781,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.95458838e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.44194173824159216,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
129,-327975959.5292379,3.433130085443592,327975962.962368,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.27975963e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4402254531628119,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
130,-363932703.0862492,3.433130085443592,363932706.51937926,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.63932707e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.43852900965351466,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
131,-403678888.3409507,3.433130085443592,403678891.7740808,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 4.03678892e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.43685202833051895,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
132,-447598560.36521685,3.433130085443592,447598563.79834694,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 4.47598564e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4351941398892446,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
133,-496113207.4919949,3.433130085443592,496113210.925125,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 4.96113211e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.43355498476205995,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
134,-549685274.7959949,3.433130085443592,549685278.2291249,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 5.49685278e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.43193421279068006,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
135,-608821995.0247947,3.433130085443592,608821998.4579247,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 6.08821999e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.43033148291193524,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
136,-674079564.6117752,3.433130085443592,674079568.0449052,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 6.74079568e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.42874646285627205,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
137,-746067694.7204715,3.433130085443592,746067698.1536015,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 7.46067698e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.42717882885838043,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
138,-825454569.7756466,3.433130085443592,825454573.2087766,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 8.25454573e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4256282653793743,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
139,-912972248.6443202,3.433130085443592,912972252.0774503,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 9.12972252e+08 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4240944648399855,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
140,-1009422546.5558618,3.433130085443592,1009422549.9889919,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.00942255e+09 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.4225771273642583,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
141,-1115683439.0109987,3.433130085443592,1115683442.4441288,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.11568344e+09 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.42107596053325946,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
