Iteration,ZLB,ZUB,GAP,Lambda,theta_n,fij,yij,s_lambda
54,-27858.928177904843,3.433130085443592,27862.361307990286,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.78625437e+04 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6804138174397717,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
55,-32555.128218341895,3.433130085443592,32558.561348427338,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.25587437e+04 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.674199862463242,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
56,-37993.65418138099,3.433130085443592,37997.087311466435,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.79972697e+04 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6681531047810609,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
57,-44284.70063366385,3.433130085443592,44288.1337637493,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 4.42883161e+04 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6622661785325219,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
58,-51553.84671182905,3.433130085443592,51557.2798419145,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 5.15574622e+04 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6565321642986127,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
59,-59944.079356519585,3.433130085443592,59947.51248660503,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 5.99476949e+04 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6509445549041194,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
60,-69618.06758598551,3.433130085443592,69621.50071607095,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 6.96216831e+04 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6454972243679028,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
61,-80760.71724590003,3.433130085443592,80764.15037598547,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 8.07643327e+04 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6401843996644799,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
62,-93582.03893941583,3.433130085443592,93585.47206950127,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 9.35856544e+04 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6350006350009525,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
63,-108320.36545277783,3.433130085443592,108323.79858286327,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.08323981e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.629940788348712,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
64,-125245.95898135021,3.433130085443592,125249.39211143565,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.25249574e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.625,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
65,-144665.05286635226,3.433130085443592,144668.4859964377,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.44668668e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6201736729460423,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
66,-166924.37741513253,3.433130085443592,166927.81054521797,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.66927993e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6154574548966636,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
67,-192416.22474253736,3.433130085443592,192419.6578726228,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.92419840e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6108472217815261,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
68,-221584.11348717107,3.433130085443592,221587.5466172565,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.21587729e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.6063390625908325,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
69,-254929.12077804742,3.433130085443592,254932.55390813286,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.54932736e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.601929265428846,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
70,-293016.9560132578,3.433130085443592,293020.38914334326,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.93020572e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5976143046671968,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
71,-336485.8589272759,3.433130085443592,336489.2920573614,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.36489474e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5933908290969266,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
72,-386055.41313778027,3.433130085443592,386058.84626786574,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.86059029e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5892556509887896,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
73,-442536.3759532873,3.433130085443592,442539.80908337276,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 4.42539991e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5852057359806528,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
74,-506841.63577339065,3.433130085443592,506845.0689034761,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 5.06845251e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5812381937190965,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
75,-579998.4200156047,3.433130085443592,580001.8531456902,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 5.80002036e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5773502691896257,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
76,-663161.8892566699,3.433130085443592,663165.3223867554,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 6.63165505e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5735393346764044,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
77,-757630.2672907152,3.433130085443592,757633.7004208007,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 7.57633883e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5698028822981898,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
78,-864861.6722007727,3.433130085443592,864865.1053308581,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 8.64865288e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5661385170722978,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
79,-986492.8304433802,3.433130085443592,986496.2635734656,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 9.86496446e+05 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.562543950463012,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
80,-1124359.874499619,3.433130085443592,1124363.3076297045,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.12436349e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5590169943749475,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
81,-1280521.4450037447,3.433130085443592,1280524.8781338301,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.28052506e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5555555555555556,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
82,-1457284.340590152,3.433130085443592,1457287.7737202374,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.45728796e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5521576303742327,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
83,-1657231.9831831835,3.433130085443592,1657235.416313269,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.65723560e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5488212999484517,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
84,-1883255.9932908386,3.433130085443592,1883259.426420924,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 1.88325961e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.545544725589981,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
85,-2138591.199268833,3.433130085443592,2138594.6323989183,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.13859481e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5423261445466404,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
86,-2426854.436730787,3.433130085443592,2426857.8698608726,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.42685805e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.539163866017192,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
87,-2752087.529549236,3.433130085443592,2752090.9626793214,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 2.75209115e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5360562674188973,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
88,-3118804.8824986313,3.433130085443592,3118808.3156287167,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.11880850e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5330017908890261,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
89,-3532046.157837712,3.433130085443592,3532049.5909677977,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.53204977e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.52999894000318,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
90,-3997434.5543428925,3.433130085443592,3997437.987472978,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.99743817e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5270462766947299,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
91,-4521241.257843406,3.433130085443592,4521244.690973491,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 4.52124487e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5241424183609592,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
92,-5110456.68756028,3.433130085443592,5110460.120690365,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 5.11046030e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5212860351426869,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
93,-5772869.222935546,3.433130085443592,5772872.656065632,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 5.77287284e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5184758473652127,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
94,-6517152.161612112,3.433130085443592,6517155.594742198,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 6.51715578e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5157106231293966,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
95,-7352959.731284129,3.433130085443592,7352963.164414215,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 7.35296335e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5129891760425771,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
96,-8291033.056820336,3.433130085443592,8291036.489950421,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 8.29103667e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5103103630798288,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
97,-9343317.069952093,3.433130085443592,9343320.503082179,"[1.00000000e+00 0.00000000e+00 3.81547608e-01 3.81547608e-01
 3.81547608e-01 9.34332069e+06 3.81547608e-01 3.81547608e-01
 3.81547608e-01 3.81547608e-01 0.00000000e+00 0.00000000e+00]",0.5076730825668095,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0]",[ 0. -1.  0.  0.  0.  1.  0.  0.  0.  0. -1. -1.]
